Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Coral	Plant	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Zdi-ADup_007-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	119913.0	81563.0	26735.0	13706.0	10538.0	2758.0	2122.0	964.0	41.0	0.0	625031.0	17330451.0
Zdi-ADup_007-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	120716.0	81516.0	26621.0	13891.0	10281.0	2683.0	2174.0	984.0	25.0	1.0	624479.0	17330451.0
Zdi-ADup_008-Ex1-10E-lcwgs-1-1.clmp.fp2_r1_screen	28560.0	83493.0	7780.0	2968.0	2005.0	536.0	546.0	155.0	11.0	0.0	99142.0	3086499.0
Zdi-ADup_008-Ex1-10E-lcwgs-1-1.clmp.fp2_r2_screen	28664.0	83579.0	7732.0	2925.0	1960.0	541.0	490.0	139.0	3.0	0.0	99825.0	3085837.0
Zdi-ADup_009-Ex1-10F-lcwgs-1-1.clmp.fp2_r1_screen	4712.0	4151.0	5642.0	553.0	416.0	100.0	79.0	24.0	0.0	0.0	18617.0	818768.0
Zdi-ADup_009-Ex1-10F-lcwgs-1-1.clmp.fp2_r2_screen	4765.0	4199.0	5609.0	574.0	460.0	102.0	97.0	24.0	0.0	0.0	18634.0	818598.0
Zdi-ADup_010-Ex1-10G-lcwgs-1-1.clmp.fp2_r1_screen	1307.0	949.0	764.0	162.0	122.0	31.0	23.0	18.0	0.0	0.0	5867.0	188674.0
Zdi-ADup_010-Ex1-10G-lcwgs-1-1.clmp.fp2_r2_screen	1287.0	961.0	763.0	156.0	120.0	27.0	23.0	15.0	0.0	0.0	5891.0	188674.0
Zdi-ADup_011-Ex1-10H-lcwgs-1-1.clmp.fp2_r1_screen	98860.0	82053.0	33229.0	11608.0	8140.0	2187.0	2074.0	451.0	11.0	0.0	353786.0	13682273.0
Zdi-ADup_011-Ex1-10H-lcwgs-1-1.clmp.fp2_r2_screen	99488.0	82052.0	33011.0	11472.0	8017.0	2128.0	2062.0	453.0	9.0	0.0	355135.0	13680845.0
Zdi-ADup_012-Ex1-11A-lcwgs-1-1.clmp.fp2_r1_screen	3602.0	55973.0	1453.0	123.0	6.0	4.0	2.0	25.0	0.0	0.0	22727.0	174601.0
Zdi-ADup_012-Ex1-11A-lcwgs-1-1.clmp.fp2_r2_screen	3482.0	55989.0	1455.0	140.0	14.0	3.0	3.0	21.0	0.0	0.0	22653.0	174756.0
Zdi-ADup_013-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	12359.0	133328.0	78048.0	567.0	272.0	67.0	71.0	86.0	1.0	0.0	87131.0	891967.0
Zdi-ADup_013-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	12268.0	133260.0	77810.0	549.0	254.0	67.0	52.0	99.0	0.0	0.0	87451.0	892087.0
Zdi-ADup_014-Ex1-11C-lcwgs-1-1.clmp.fp2_r1_screen	50682.0	197237.0	15336.0	4912.0	3359.0	871.0	757.0	270.0	3.0	0.0	306794.0	5566185.0
Zdi-ADup_014-Ex1-11C-lcwgs-1-1.clmp.fp2_r2_screen	50944.0	197188.0	15372.0	4833.0	3435.0	894.0	730.0	292.0	6.0	0.0	306527.0	5566185.0
Zdi-ADup_015-Ex1-11D-lcwgs-1-1.clmp.fp2_r1_screen	86438.0	22957.0	20877.0	10064.0	7153.0	1845.0	1812.0	377.0	8.0	0.0	320083.0	12172169.0
Zdi-ADup_015-Ex1-11D-lcwgs-1-1.clmp.fp2_r2_screen	86568.0	22879.0	20965.0	10154.0	7200.0	1841.0	1777.0	418.0	10.0	0.0	322330.0	12169641.0
Zdi-ADup_016-Ex1-11E-lcwgs-1-1.clmp.fp2_r1_screen	170922.0	266561.0	40120.0	19006.0	12794.0	3573.0	3340.0	643.0	18.0	0.0	648928.0	18935901.0
Zdi-ADup_016-Ex1-11E-lcwgs-1-1.clmp.fp2_r2_screen	170911.0	266645.0	39909.0	18844.0	12635.0	3553.0	3405.0	706.0	27.0	0.0	653291.0	18931880.0
Zdi-ADup_017-Ex1-11F-lcwgs-1-1.clmp.fp2_r1_screen	74058.0	23274.0	21368.0	8639.0	6649.0	1732.0	1281.0	319.0	6.0	0.0	287963.0	11487565.0
Zdi-ADup_017-Ex1-11F-lcwgs-1-1.clmp.fp2_r2_screen	73853.0	23220.0	21091.0	8672.0	6728.0	1648.0	1297.0	339.0	7.0	0.0	289626.0	11486373.0
Zdi-ADup_018-Ex1-11G-lcwgs-1-1.clmp.fp2_r1_screen	114531.0	101664.0	319788.0	15837.0	10170.0	2666.0	2223.0	517.0	10.0	0.0	490042.0	18309724.0
Zdi-ADup_018-Ex1-11G-lcwgs-1-1.clmp.fp2_r2_screen	114973.0	101536.0	319363.0	15654.0	10042.0	2541.0	2166.0	570.0	10.0	0.0	494467.0	18305850.0
Zdi-ADup_019-Ex1-11H-lcwgs-1-1.clmp.fp2_r1_screen	21422.0	10411.0	5999.0	2504.0	1875.0	516.0	433.0	87.0	2.0	0.0	64031.0	3517025.0
Zdi-ADup_019-Ex1-11H-lcwgs-1-1.clmp.fp2_r2_screen	21449.0	10480.0	5986.0	2585.0	1867.0	482.0	395.0	90.0	2.0	0.0	64306.0	3516663.0
Zdi-ADup_020-Ex1-12A-lcwgs-1-1.clmp.fp2_r1_screen	87.0	251.0	30.0	9.0	5.0	1.0	1.0	3.0	0.0	0.0	521.0	11149.0
Zdi-ADup_020-Ex1-12A-lcwgs-1-1.clmp.fp2_r2_screen	89.0	255.0	34.0	9.0	4.0	2.0	2.0	4.0	0.0	0.0	508.0	11150.0
Zdi-ADup_021-Ex1-12B-lcwgs-1-1.clmp.fp2_r1_screen	577.0	718.0	192.0	65.0	48.0	9.0	8.0	4.0	0.0	0.0	3163.0	76699.0
Zdi-ADup_021-Ex1-12B-lcwgs-1-1.clmp.fp2_r2_screen	571.0	698.0	197.0	69.0	52.0	8.0	13.0	2.0	0.0	0.0	3222.0	76651.0
Zdi-ADup_022-Ex1-12C-lcwgs-1-1.clmp.fp2_r1_screen	259935.0	166449.0	65938.0	31308.0	21021.0	5702.0	5363.0	1201.0	30.0	0.0	1056788.0	34896094.0
Zdi-ADup_022-Ex1-12C-lcwgs-1-1.clmp.fp2_r2_screen	261226.0	166017.0	65606.0	30778.0	21293.0	5749.0	5273.0	1153.0	28.0	0.0	1063914.0	34888792.0
Zdi-ADup_023-Ex1-12D-lcwgs-1-1.clmp.fp2_r1_screen	36317.0	20815.0	32721.0	4112.0	3050.0	788.0	604.0	162.0	6.0	0.0	197239.0	4786892.0
Zdi-ADup_023-Ex1-12D-lcwgs-1-1.clmp.fp2_r2_screen	36780.0	21061.0	32641.0	4089.0	3029.0	781.0	651.0	134.0	6.0	0.0	197150.0	4786384.0
Zdi-ADup_024-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	39939.0	264940.0	9677.0	2596.0	1055.0	231.0	329.0	209.0	2.0	0.0	293062.0	2847764.0
Zdi-ADup_024-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	39903.0	264944.0	9694.0	2484.0	1030.0	254.0	321.0	193.0	2.0	0.0	292869.0	2848110.0
Zdi-ADup_025-Ex1-2A-lcwgs-1-1.clmp.fp2_r1_screen	1077.0	471.0	215.0	92.0	73.0	21.0	23.0	4.0	0.0	0.0	3883.0	130389.0
Zdi-ADup_025-Ex1-2A-lcwgs-1-1.clmp.fp2_r2_screen	1036.0	475.0	220.0	86.0	56.0	18.0	18.0	2.0	0.0	0.0	3894.0	130443.0
Zdi-ADup_026-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	5521.0	3763.0	2652.0	600.0	484.0	114.0	98.0	25.0	1.0	0.0	27694.0	1042422.0
Zdi-ADup_026-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	5490.0	3805.0	2667.0	618.0	489.0	114.0	108.0	34.0	1.0	0.0	27626.0	1042422.0
Zdi-ADup_027-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	135125.0	119271.0	99569.0	14086.0	11454.0	2783.0	2009.0	653.0	9.0	0.0	723629.0	20628424.0
Zdi-ADup_027-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	135818.0	118977.0	99573.0	13866.0	11338.0	2828.0	1950.0	648.0	7.0	0.0	723583.0	20628424.0
Zdi-ADup_028-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	62434.0	25529.0	21104.0	7050.0	4808.0	1251.0	1176.0	301.0	25.0	0.0	195543.0	8378873.0
Zdi-ADup_028-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	62706.0	25448.0	21352.0	7057.0	4807.0	1358.0	1142.0	261.0	5.0	0.0	195954.0	8378004.0
Zdi-ADup_029-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	431.0	318.0	64.0	36.0	22.0	2.0	4.0	8.0	0.0	0.0	1685.0	42828.0
Zdi-ADup_029-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	430.0	319.0	49.0	29.0	18.0	5.0	9.0	6.0	0.0	0.0	1691.0	42842.0
Zdi-ADup_030-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	892.0	535.0	211.0	89.0	41.0	12.0	15.0	15.0	0.0	0.0	3427.0	123117.0
Zdi-ADup_030-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	916.0	525.0	219.0	77.0	43.0	14.0	21.0	13.0	0.0	0.0	3422.0	123104.0
Zdi-ADup_031-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	1758.0	1136.0	264.0	165.0	92.0	26.0	43.0	26.0	0.0	0.0	6433.0	174179.0
Zdi-ADup_031-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	1731.0	1109.0	263.0	169.0	69.0	16.0	42.0	29.0	0.0	0.0	6515.0	174179.0
Zdi-ADup_032-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	16717.0	53994.0	10255.0	1642.0	1086.0	286.0	307.0	114.0	3.0	0.0	74923.0	2059702.0
Zdi-ADup_032-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	16772.0	53753.0	10226.0	1694.0	997.0	284.0	293.0	117.0	0.0	0.0	75413.0	2059480.0
Zdi-ADup_033-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	2274.0	1361.0	458.0	229.0	152.0	29.0	46.0	21.0	1.0	0.0	7023.0	257407.0
Zdi-ADup_033-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	2313.0	1364.0	430.0	215.0	146.0	39.0	28.0	23.0	0.0	0.0	7171.0	257272.0
Zdi-ADup_034-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	2407.0	1261.0	438.0	213.0	146.0	47.0	52.0	32.0	0.0	0.0	7515.0	274198.0
Zdi-ADup_034-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	2372.0	1298.0	395.0	241.0	158.0	37.0	43.0	31.0	0.0	0.0	7565.0	274169.0
Zdi-ADup_035-Ex1-1G-lcwgs-1-1.clmp.fp2_r1_screen	9566.0	3127.0	1810.0	1039.0	694.0	199.0	195.0	47.0	1.0	0.0	30293.0	1127302.0
Zdi-ADup_035-Ex1-1G-lcwgs-1-1.clmp.fp2_r2_screen	9733.0	3187.0	1897.0	1047.0	640.0	194.0	170.0	63.0	0.0	0.0	30393.0	1126949.0
Zdi-ADup_036-Ex1-1H-lcwgs-1-1.clmp.fp2_r1_screen	3097.0	4032.0	455.0	222.0	133.0	43.0	53.0	28.0	0.0	0.0	11795.0	319005.0
Zdi-ADup_036-Ex1-1H-lcwgs-1-1.clmp.fp2_r2_screen	3139.0	3986.0	456.0	226.0	150.0	39.0	38.0	23.0	0.0	0.0	11869.0	318937.0
Zdi-ADup_037-Ex1-3D-lcwgs-1-1.clmp.fp2_r1_screen	2551.0	1647.0	1046.0	245.0	163.0	40.0	31.0	20.0	0.0	0.0	7981.0	245696.0
Zdi-ADup_037-Ex1-3D-lcwgs-1-1.clmp.fp2_r2_screen	2583.0	1637.0	1025.0	199.0	147.0	55.0	44.0	24.0	0.0	0.0	8036.0	245670.0
Zdi-ADup_038-Ex1-2B-lcwgs-1-1.clmp.fp2_r1_screen	1115.0	349.0	281.0	128.0	58.0	23.0	17.0	2.0	0.0	0.0	3582.0	132283.0
Zdi-ADup_038-Ex1-2B-lcwgs-1-1.clmp.fp2_r2_screen	1170.0	350.0	265.0	108.0	79.0	17.0	16.0	10.0	0.0	0.0	3623.0	132200.0
Zdi-ADup_039-Ex1-2C-lcwgs-1-1.clmp.fp2_r1_screen	1899.0	642.0	303.0	170.0	119.0	28.0	28.0	12.0	1.0	0.0	6229.0	209372.0
Zdi-ADup_039-Ex1-2C-lcwgs-1-1.clmp.fp2_r2_screen	1876.0	622.0	306.0	194.0	116.0	37.0	20.0	8.0	0.0	0.0	6274.0	209350.0
Zdi-ADup_040-Ex1-2D-lcwgs-1-1.clmp.fp2_r1_screen	2181.0	771.0	1103.0	203.0	145.0	28.0	40.0	13.0	1.0	0.0	7606.0	254229.0
Zdi-ADup_040-Ex1-2D-lcwgs-1-1.clmp.fp2_r2_screen	2177.0	774.0	1099.0	201.0	148.0	30.0	39.0	12.0	0.0	0.0	7558.0	254282.0
Zdi-ADup_041-Ex1-2E-lcwgs-1-1.clmp.fp2_r1_screen	1075.0	359.0	186.0	120.0	79.0	11.0	19.0	6.0	0.0	0.0	3550.0	121172.0
Zdi-ADup_041-Ex1-2E-lcwgs-1-1.clmp.fp2_r2_screen	1063.0	383.0	218.0	102.0	71.0	15.0	19.0	5.0	0.0	0.0	3529.0	121172.0
Zdi-ADup_042-Ex1-2F-lcwgs-1-1.clmp.fp2_r1_screen	116826.0	69124.0	25555.0	13041.0	9473.0	2687.0	2371.0	442.0	20.0	0.0	362529.0	15283610.0
Zdi-ADup_042-Ex1-2F-lcwgs-1-1.clmp.fp2_r2_screen	117382.0	68990.0	25484.0	13049.0	9133.0	2696.0	2467.0	442.0	19.0	0.0	365583.0	15280433.0
Zdi-ADup_043-Ex1-2G-lcwgs-1-1.clmp.fp2_r1_screen	9525.0	8084.0	2298.0	1015.0	695.0	247.0	198.0	32.0	0.0	0.0	30194.0	1133370.0
Zdi-ADup_043-Ex1-2G-lcwgs-1-1.clmp.fp2_r2_screen	9579.0	8074.0	2298.0	982.0	738.0	216.0	200.0	33.0	0.0	0.0	30287.0	1133251.0
Zdi-ADup_044-Ex1-2H-lcwgs-1-1.clmp.fp2_r1_screen	61745.0	46127.0	14305.0	6482.0	4328.0	1281.0	1263.0	195.0	7.0	0.0	224000.0	6638958.0
Zdi-ADup_044-Ex1-2H-lcwgs-1-1.clmp.fp2_r2_screen	61634.0	46269.0	14120.0	6564.0	4279.0	1289.0	1216.0	210.0	8.0	0.0	224844.0	6638258.0
Zdi-ADup_045-Ex1-3A-lcwgs-1-1.clmp.fp2_r1_screen	2036.0	486.0	373.0	224.0	153.0	47.0	49.0	7.0	0.0	0.0	6132.0	259047.0
Zdi-ADup_045-Ex1-3A-lcwgs-1-1.clmp.fp2_r2_screen	2051.0	468.0	375.0	177.0	162.0	35.0	36.0	11.0	0.0	0.0	6139.0	259100.0
Zdi-ADup_046-Ex1-3B-lcwgs-1-1.clmp.fp2_r1_screen	1291.0	550.0	266.0	114.0	78.0	32.0	20.0	4.0	0.0	0.0	4204.0	124355.0
Zdi-ADup_046-Ex1-3B-lcwgs-1-1.clmp.fp2_r2_screen	1341.0	561.0	273.0	117.0	71.0	17.0	30.0	11.0	0.0	0.0	4151.0	124342.0
Zdi-ADup_047-Ex1-3C-lcwgs-1-1.clmp.fp2_r1_screen	12878.0	6100.0	2450.0	1422.0	842.0	254.0	271.0	51.0	1.0	0.0	52075.0	1517474.0
Zdi-ADup_047-Ex1-3C-lcwgs-1-1.clmp.fp2_r2_screen	12834.0	6106.0	2448.0	1479.0	877.0	296.0	254.0	60.0	0.0	0.0	52150.0	1517314.0
Zdi-CDup_001-Ex1-5D-lcwgs-1-1.clmp.fp2_r1_screen	10912.0	1829.0	1973.0	1192.0	889.0	205.0	137.0	71.0	1.0	0.0	60439.0	1242884.0
Zdi-CDup_001-Ex1-5D-lcwgs-1-1.clmp.fp2_r2_screen	11079.0	1801.0	1895.0	1208.0	893.0	202.0	158.0	73.0	2.0	0.0	60601.0	1242620.0
Zdi-CDup_002-Ex1-5E-lcwgs-1-1.clmp.fp2_r1_screen	1166.0	153.0	238.0	101.0	110.0	17.0	16.0	4.0	0.0	0.0	5578.0	137941.0
Zdi-CDup_002-Ex1-5E-lcwgs-1-1.clmp.fp2_r2_screen	1133.0	149.0	223.0	120.0	107.0	28.0	17.0	6.0	0.0	0.0	5702.0	137839.0
Zdi-CDup_003-Ex1-5F-lcwgs-1-1.clmp.fp2_r1_screen	6581.0	866.0	1117.0	742.0	551.0	95.0	81.0	68.0	1.0	0.0	36289.0	705480.0
Zdi-CDup_003-Ex1-5F-lcwgs-1-1.clmp.fp2_r2_screen	6534.0	814.0	1084.0	668.0	572.0	123.0	77.0	65.0	2.0	0.0	36828.0	705104.0
Zdi-CDup_004-Ex1-5G-lcwgs-1-1.clmp.fp2_r1_screen	1220.0	138.0	221.0	135.0	93.0	25.0	22.0	6.0	0.0	0.0	6258.0	138681.0
Zdi-CDup_004-Ex1-5G-lcwgs-1-1.clmp.fp2_r2_screen	1200.0	145.0	220.0	143.0	102.0	25.0	17.0	8.0	0.0	0.0	6273.0	138666.0
Zdi-CDup_005-Ex1-5H-lcwgs-1-1.clmp.fp2_r1_screen	19249.0	5645.0	3716.0	2148.0	1755.0	346.0	312.0	118.0	5.0	0.0	90274.0	2248166.0
Zdi-CDup_005-Ex1-5H-lcwgs-1-1.clmp.fp2_r2_screen	19260.0	5663.0	3760.0	2168.0	1691.0	362.0	258.0	131.0	0.0	0.0	90749.0	2247692.0
Zdi-CDup_006-Ex1-6A-lcwgs-1-1.clmp.fp2_r1_screen	40496.0	5215.0	7968.0	4598.0	3738.0	883.0	700.0	303.0	12.0	0.0	195778.0	4903136.0
Zdi-CDup_006-Ex1-6A-lcwgs-1-1.clmp.fp2_r2_screen	41073.0	5255.0	8051.0	4680.0	3787.0	876.0	698.0	266.0	9.0	0.0	198093.0	4900039.0
Zdi-CDup_007-Ex1-6B-lcwgs-1-1.clmp.fp2_r1_screen	10636.0	1360.0	1882.0	1196.0	910.0	192.0	141.0	61.0	1.0	0.0	51789.0	1247814.0
Zdi-CDup_007-Ex1-6B-lcwgs-1-1.clmp.fp2_r2_screen	10671.0	1372.0	1879.0	1136.0	856.0	171.0	142.0	66.0	2.0	0.0	52005.0	1247682.0
Zdi-CDup_008-Ex1-6C-lcwgs-1-1.clmp.fp2_r1_screen	4547.0	733.0	747.0	441.0	389.0	91.0	64.0	23.0	0.0	0.0	21119.0	524953.0
Zdi-CDup_008-Ex1-6C-lcwgs-1-1.clmp.fp2_r2_screen	4450.0	705.0	799.0	486.0	369.0	79.0	63.0	27.0	2.0	0.0	21506.0	524621.0
Zdi-CDup_010-Ex1-6D-lcwgs-1-1.clmp.fp2_r1_screen	33656.0	4904.0	6131.0	3690.0	2868.0	612.0	498.0	170.0	7.0	0.0	158173.0	3620357.0
Zdi-CDup_010-Ex1-6D-lcwgs-1-1.clmp.fp2_r2_screen	33620.0	4964.0	5976.0	3727.0	2715.0	572.0	534.0	153.0	5.0	0.0	159976.0	3618824.0
Zdi-CDup_011-Ex1-6E-lcwgs-1-1.clmp.fp2_r1_screen	21751.0	2463.0	3994.0	2300.0	1927.0	459.0	363.0	104.0	3.0	0.0	92747.0	2645548.0
Zdi-CDup_011-Ex1-6E-lcwgs-1-1.clmp.fp2_r2_screen	21554.0	2438.0	4078.0	2364.0	1816.0	396.0	369.0	108.0	3.0	0.0	94648.0	2643885.0
Zdi-CDup_012-Ex1-6F-lcwgs-1-1.clmp.fp2_r1_screen	5224.0	1405.0	916.0	538.0	433.0	95.0	83.0	31.0	0.0	0.0	33879.0	598050.0
Zdi-CDup_012-Ex1-6F-lcwgs-1-1.clmp.fp2_r2_screen	5327.0	1430.0	898.0	575.0	446.0	89.0	77.0	33.0	1.0	0.0	33920.0	597858.0
Zdi-CDup_013-Ex1-6G-lcwgs-1-1.clmp.fp2_r1_screen	2681.0	300.0	496.0	273.0	190.0	42.0	42.0	14.0	1.0	0.0	12243.0	314641.0
Zdi-CDup_013-Ex1-6G-lcwgs-1-1.clmp.fp2_r2_screen	2805.0	311.0	450.0	260.0	229.0	52.0	44.0	14.0	0.0	0.0	12415.0	314343.0
Zdi-CDup_014-Ex1-6H-lcwgs-1-1.clmp.fp2_r1_screen	28827.0	2663.0	5647.0	3149.0	2289.0	537.0	529.0	101.0	3.0	0.0	123771.0	3506069.0
Zdi-CDup_014-Ex1-6H-lcwgs-1-1.clmp.fp2_r2_screen	29083.0	2694.0	5673.0	3187.0	2359.0	523.0	453.0	109.0	4.0	0.0	124900.0	3504600.0
Zdi-CDup_015-Ex1-7A-lcwgs-1-1.clmp.fp2_r1_screen	2732.0	329.0	495.0	282.0	243.0	43.0	52.0	20.0	1.0	0.0	12927.0	318628.0
Zdi-CDup_015-Ex1-7A-lcwgs-1-1.clmp.fp2_r2_screen	2703.0	312.0	474.0	320.0	229.0	54.0	53.0	15.0	1.0	0.0	13131.0	318460.0
Zdi-CDup_016-Ex1-7B-lcwgs-1-1.clmp.fp2_r1_screen	22128.0	2598.0	4076.0	2478.0	1846.0	424.0	315.0	147.0	8.0	0.0	106794.0	2620235.0
Zdi-CDup_016-Ex1-7B-lcwgs-1-1.clmp.fp2_r2_screen	22303.0	2610.0	4122.0	2380.0	1753.0	412.0	331.0	156.0	5.0	0.0	107846.0	2619131.0
Zdi-CDup_017-Ex1-7C-lcwgs-1-1.clmp.fp2_r1_screen	5838.0	1424.0	1048.0	653.0	463.0	124.0	78.0	25.0	1.0	0.0	26854.0	704005.0
Zdi-CDup_017-Ex1-7C-lcwgs-1-1.clmp.fp2_r2_screen	5762.0	1395.0	1051.0	611.0	504.0	102.0	78.0	27.0	0.0	0.0	27200.0	703783.0
Zdi-CDup_018-Ex1-7D-lcwgs-1-1.clmp.fp2_r1_screen	21904.0	4026.0	3933.0	2479.0	1823.0	424.0	272.0	204.0	2.0	0.0	119980.0	2416207.0
Zdi-CDup_018-Ex1-7D-lcwgs-1-1.clmp.fp2_r2_screen	22095.0	3989.0	3971.0	2469.0	1838.0	446.0	272.0	220.0	2.0	0.0	121288.0	2414664.0
Zdi-CDup_019-Ex1-7E-lcwgs-1-1.clmp.fp2_r1_screen	38035.0	2997.0	7348.0	4246.0	3203.0	714.0	670.0	188.0	10.0	0.0	171995.0	4559851.0
Zdi-CDup_019-Ex1-7E-lcwgs-1-1.clmp.fp2_r2_screen	38201.0	2967.0	7311.0	4194.0	3330.0	745.0	648.0	200.0	4.0	0.0	173722.0	4557935.0
Zdi-CDup_020-Ex1-7F-lcwgs-1-1.clmp.fp2_r1_screen	1301.0	151.0	236.0	142.0	97.0	32.0	12.0	9.0	0.0	0.0	7231.0	149316.0
Zdi-CDup_020-Ex1-7F-lcwgs-1-1.clmp.fp2_r2_screen	1358.0	155.0	254.0	130.0	94.0	27.0	24.0	9.0	0.0	0.0	7223.0	149253.0
Zdi-CDup_021-Ex1-7G-lcwgs-1-1.clmp.fp2_r1_screen	41867.0	3594.0	8312.0	4604.0	3517.0	817.0	685.0	193.0	16.0	0.0	176726.0	5053297.0
Zdi-CDup_021-Ex1-7G-lcwgs-1-1.clmp.fp2_r2_screen	42551.0	3631.0	8156.0	4648.0	3396.0	797.0	719.0	190.0	6.0	0.0	179413.0	5050121.0
Zdi-CDup_022-Ex1-7H-lcwgs-1-1.clmp.fp2_r1_screen	5071.0	351.0	975.0	571.0	401.0	102.0	71.0	19.0	1.0	0.0	21176.0	662069.0
Zdi-CDup_022-Ex1-7H-lcwgs-1-1.clmp.fp2_r2_screen	5270.0	363.0	965.0	582.0	423.0	97.0	80.0	32.0	2.0	0.0	21477.0	661516.0
Zdi-CDup_023-Ex1-8A-lcwgs-1-1.clmp.fp2_r1_screen	439.0	50.0	77.0	44.0	41.0	11.0	5.0	5.0	0.0	0.0	2312.0	51854.0
Zdi-CDup_023-Ex1-8A-lcwgs-1-1.clmp.fp2_r2_screen	497.0	42.0	80.0	48.0	47.0	4.0	6.0	7.0	0.0	0.0	2308.0	51799.0
Zdi-CDup_024-Ex1-8B-lcwgs-1-1.clmp.fp2_r1_screen	295.0	40.0	59.0	45.0	29.0	2.0	4.0	2.0	0.0	0.0	2201.0	38253.0
Zdi-CDup_024-Ex1-8B-lcwgs-1-1.clmp.fp2_r2_screen	345.0	41.0	53.0	32.0	25.0	6.0	8.0	3.0	0.0	0.0	2181.0	38236.0
Zdi-CDup_025-Ex1-8C-lcwgs-1-1.clmp.fp2_r1_screen	782.0	73.0	148.0	93.0	48.0	14.0	3.0	3.0	0.0	0.0	3831.0	89958.0
Zdi-CDup_025-Ex1-8C-lcwgs-1-1.clmp.fp2_r2_screen	772.0	80.0	152.0	73.0	49.0	24.0	16.0	0.0	0.0	0.0	3848.0	89939.0
